Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Residencia: Nivel 1;Residencia: Nivel 2;Viajeros y pernoctaciones;Periodo;Total
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2023M01;86.743
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2022M12;84.102
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2022M11;100.210
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2022M10;139.364
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2022M09;137.372
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2022M08;167.917
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2022M07;155.496
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2022M06;126.241
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2022M05;135.221
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2022M04;117.070
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2022M03;88.282
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2022M02;67.378
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Viajero;2022M01;49.897
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2025M03;323.560
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2025M02;256.398
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2025M01;226.385
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2024M12;198.573
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2024M11;191.526
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2024M10;423.218
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2024M09;419.850
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2024M08;497.588
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2024M07;444.263
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2024M06;384.948
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2024M05;444.683
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2024M04;424.641
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2024M03;370.463
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2024M02;270.590
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2024M01;230.406
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2023M12;236.870
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2023M11;271.515
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2023M10;374.783
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2023M09;382.035
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2023M08;465.503
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2023M07;416.375
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2023M06;352.106
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2023M05;366.773
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2023M04;366.413
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2023M03;281.939
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2023M02;217.805
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2023M01;202.335
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2022M12;215.711
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2022M11;238.221
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2022M10;349.460
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2022M09;382.052
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2022M08;469.110
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2022M07;405.103
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2022M06;334.960
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2022M05;362.273
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2022M04;313.053
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2022M03;223.419
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2022M02;162.717
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Total;Residentes en el Extranjero;Pernoctaciones;2022M01;126.261
